,drug,withdrawn_class,smiles
237,ondansetron hydrochloride,0,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O
238,zidovudine,0,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
239,venlafaxine hydrochloride,0,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl
240,methadone hydrochloride,0,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl
241,ezetimibe,0,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
242,lubiprostone,0,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
243,febuxostat,0,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
244,tacrolimus,0,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O
245,midodrine hydrochloride,0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl
246,midodrine  hydrochloride,0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl
247,triamcinolone acetonide,0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
248,triamcinolone acetonide cream .1%- dimethicone 5% cream,0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
249,propranolol hydrochloride,0,CC(C)NCC(O)COc1cccc2ccccc12.Cl
250,nabumetone,0,COc1ccc2cc(CCC(C)=O)ccc2c1
251,clonidine hydrochloride,0,Cl.Clc1cccc(Cl)c1NC1=NCCN1
252,anastrozole,0,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
253,citalopram,0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
254,sotalol hydrochloride,0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl
255,sotalol hydrochloride tables af,0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl
256,nadolol,0,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
257,econazole nitrate,0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
258,nicotine,0,CN1CCC[C@H]1c1cccnc1
259,etodolac,0,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
260,valproic acid,0,CCCC(CCC)C(=O)O
261,celecoxib,0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
262,chlordiazepoxide,0,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
263,methimazole,0,Cn1ccnc1S
264,adenosine,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
265,topiramate,0,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1
266,cephalexin,0,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O
267,spironolactone,0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
268,diphenoxylate hydrochloride,0,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl
269,allopurinol,0,Oc1ncnc2[nH]ncc12
270,tretinoin,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
271,paroxetine hydrochloride,0,Cl.Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1.O
272,memantine hydrochloride,0,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl
273,promethazine hydrochloride,0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl
274,ciprofloxacin hydrochloride,0,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
275,risedronate sodium,0,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+]
276,risedronate sodium hemi-pentahydrate,0,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+]
277,epinastine hydrochloride,0,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12
278,indomethacin,0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
279,loperamide hydrochloride,0,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl
280,probenecid,0,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
281,procaine hydrochloride,0,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl
282,tapentadol hydrochloride,0,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C.Cl
283,dobutamine hydrochloride,0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl
284,fosaprepitant,0,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
285,hydroxyprogesterone caproate,0,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
286,ketoprofen,0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
287,tamsulosin hydrochloride,0,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl
288,trimethobenzamide,0,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
289,terazosin hydrochloride,0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O
290,omeprazole,0,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
291,naproxen sodium,0,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+]
292,nifedipine,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
293,guanfacine,0,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
294,estradiol,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
295,terbinafine hydrochloride,0,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl
296,ciclopirox olamine,0,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO
297,testosterone cypionate,0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
298,meloxicam,0,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
299,perphenazine,0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
300,flumazenil,0,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
301,perindopril erbumine,0,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
302,hydroxyzine pamoate,0,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
303,temazepam,0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
304,clopidogrel bisulfate,0,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O
305,valacyclovir hydrochloride,0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl
306,valacyclovir,0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
307,oxiconazole nitrate,0,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O
308,zonisamide,0,NS(=O)(=O)Cc1noc2ccccc12
309,methocarbamol,0,COc1ccccc1OCC(O)COC(N)=O
310,olanzapine,0,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
311,dicloxacillin sodium,0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
312,cycloserine,0,N[C@@H]1CONC1=O
313,rosuvastatin calcium,0,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
314,bromfenac,0,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
315,citalopram hydrobromide,0,Br.CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
316,amantadine,0,NC12CC3CC(CC(C3)C1)C2
317,mefloquine hydrochloride,0,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
318,metoclopramide hydrochloride,0,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O
319,diflorasone diacetate,0,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
320,sevelamer carbonate,0,C=CCN.ClCC1CO1.O=C(O)O
321,nortriptyline hydrochloride,0,CNCCC=C1c2ccccc2CCc2ccccc21.Cl
322,enalapril maleate,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O
323,trazodone,0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
324,lorazepam,0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
325,levocetirizine dihydrochloride,0,Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
326,carvedilol phosphate,0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O
327,hydrocortisone,0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
328,labetalol hydrochloride,0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl
329,hydralazine hydrochloride,0,Cl.NNc1nncc2ccccc12
330,bumetanide,0,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
331,fludarabine phosphate,0,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
332,eptifibatide,0,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O
333,folic acid,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
334,flecainide acetate,0,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
335,flecainide acetate tablet,0,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
336,colchicine,0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
337,ropinirole hydrochloride,0,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl
338,clopidogrel,0,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
339,diethylpropion hydrochloride,0,CCN(CC)C(C)C(=O)c1ccccc1.Cl
340,diethylpropion hydrochloride er,0,CCN(CC)C(C)C(=O)c1ccccc1.Cl
341,rifaximin,0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
342,amlodipine besylate,0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1
343,fentanyl,0,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
344,diclofenac potassium,0,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+]
345,sodium phenylbutyrate,0,O=C([O-])CCCc1ccccc1.[Na+]
346,medroxyprogesterone acetate,0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
347,tinidazole,0,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
348,clarithromycin,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
349,carbamazepine,0,NC(=O)N1c2ccccc2C=Cc2ccccc21
350,fluticasone propionate,0,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
351,terconazole,0,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
352,minocycline hydrochloride,0,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl
353,piroxicam,0,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
354,cinacalcet hydrochloride,0,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl
355,fluoxetine hydrochloride,0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl
356,meclizine hydrochloride,0,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl.O
357,mexiletine hydrochloride,0,Cc1cccc(C)c1OCC(C)N.Cl
358,tenofovir disoproxil fumarate,0,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O
359,fluorometholone,0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
360,trihexyphenidyl hydrochloride,0,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
361,paricalcitol,0,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
362,emtricitabine,0,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
363,molindone hydrochloride,0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl
364,glimepiride,0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
365,levocabastine hydrochloride,0,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl
366,felbamate,0,NC(=O)OCC(COC(N)=O)c1ccccc1
367,ciclopirox,0,Cc1cc(C2CCCCC2)n(O)c(=O)c1
368,nitroglycerin,0,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
369,ropinirole,0,CCCN(CCC)CCc1cccc2c1CC(=O)N2
370,hydromorphone hydrochloride,0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5.Cl
371,flavoxate hydrochloride,0,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl
372,loxapine,0,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
373,zolmitriptan,0,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
374,bromocriptine mesylate,0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O
375,lamotrigine,0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
376,primidone,0,CCC1(c2ccccc2)C(=O)NCNC1=O
377,buspirone hydrochloride,0,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
378,desipramine hydrochloride,0,CNCCCN1c2ccccc2CCc2ccccc21.Cl
379,cyproheptadine hydrochloride,0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl
380,tolazamide,0,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
381,epirubicin hydrochloride,0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl
382,epirubicin hydrochloride ,0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl
383,milnacipran hydrochloride,0,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl
384,phenytoin sodium,0,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+]
385,bexarotene,0,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
386,testosterone,0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
387,cyproheptadine,0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
388,acetazolamide sodium,0,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+]
389,prednisolone,0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
390,betamethasone valerate,0,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
391,amiodarone hydrochloride,0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
392,amiodarone hci,0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
393,salsalate,0,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
394,prasugrel,0,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
395,oxaprozin,0,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
396,mometasone furoate,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
397,flucytosine,0,Nc1nc(=O)[nH]cc1F
398,ammonium lactate,0,CC(O)C(=O)O.N
399,lithium carbonate,0,O=C([O-])[O-].[Li+].[Li+]
400,omega-3-acid ethyl esters,0,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
401,orphenadrine citrate,0,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
402,orphenadrine citrate- aspirin- caffeine,0,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
403,misoprostol,0,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
404,erythromycin ethylsuccinate,0,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
405,methylphenidate hydrochloride,0,COC(=O)C(c1ccccc1)C1CCCCN1.Cl
406,clotrimazole,0,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
407,succinylcholine chloride,0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
408,rivastigmine tartrate,0,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
409,sumatriptan,0,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
410,prazosin hydrochloride,0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl
411,memantine,0,CC12CC3CC(C)(C1)CC(N)(C3)C2
412,diclofenac epolamine,0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.OCCN1CCCC1
413,chlordiazepoxide hydrochloride,0,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1.Cl
414,metolazone,0,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
415,hydroxychloroquine sulfate,0,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O
416,doxazosin,0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
417,midazolam hydrochloride,0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl
418,vancomycin hydrochloride,0,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.Cl
422,methylprednisolone sodium succinate,0,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+]
423,nimodipine,0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
424,rizatriptan benzoate,0,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1
425,cefuroxime axetil,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1
426,dronabinol,0,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
427,buprenorphine,0,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
428,alfuzosin hydrochloride,0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl
429,alfuzosin hydrochloride ,0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl
430,desoximetasone,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
431,megestrol acetate,0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
432,paclitaxel,0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
433,nicardipine hydrochloride,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
434,oxytetracycline hydrochloride,0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl
435,cilostazol,0,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
436,dapsone,0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
437,ramipril,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
438,digoxin,0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
439,lurasidone hydrochloride,0,Cl.O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
440,mecamylamine hydrochloride,0,CNC1(C)C2CCC(C2)C1(C)C.Cl
441,trimethobenzamide hydrochloride,0,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl
442,betamethasone dipropionate,0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
443,erythromycin,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
